,number,location
0,64,2.986073381007056
1,65,4.977229416118176
2,66,2.9860670855835294
3,67,2.9854853198600257
4,68,2.982636226278449
5,69,3.9823748150644662
6,70,3.9798101875546297
7,71,2.987204253154616
8,72,3.977923008335211
9,73,5.971936296072105
10,74,1.992811594758785
11,75,0.9921647476892568
12,76,0.9913848199144587
13,77,2.986666010186268
14,78,2.986072522622744
15,79,4.977228132642619
16,80,2.986066246550051
17,81,2.9854845003629573
18,82,2.9826351998765532
19,83,3.9823738056590794
20,84,3.9798090041583714
21,85,2.9872035185645047
22,86,3.9779228762532033
23,87,5.971936169013912
24,88,1.99281154619585
25,89,0.9921647172684753
26,90,0.9913847688631566
27,91,2.9866659481364843
28,92,2.986072447484546
29,93,4.977228020412502
30,94,2.9860661731250153
31,95,2.985484428709999
32,96,2.982635110079824
33,97,3.9823737173866083
34,98,3.9798089006396267
35,99,2.987203454323288
36,100,3.977922864697351
37,101,5.97193615793881
38,102,1.9928115419372068
39,103,0.9921647146139907
40,104,0.991384764401611
41,105,2.9866659427066384
42,106,2.9860724409148687
43,107,4.9772280105948195
44,108,2.986066166704324
45,109,2.98548442244199
46,110,2.982635102226696
47,111,3.9823737096654033
48,112,3.9798088915860146
49,113,2.9872034487041756
50,114,3.9779228636869255
51,115,5.9719361569699245
52,116,1.9928115415649037
53,117,0.9921647143816872
54,118,0.9913847640114938
55,119,2.986665942231646
56,120,2.9860724403403256
57,121,4.977228009736086
58,122,2.9860661661427863
59,123,2.9854844218937404
60,124,2.982635101539858
61,125,3.9823737089900644
62,126,3.9798088907941698
63,127,2.9872034482126986
64,128,3.977922863598559
65,129,5.971936156885176
66,130,1.9928115415323457
67,131,0.9921647143613657
68,132,0.9913847639773755
69,133,2.9866659421900987
70,134,2.986072440290076
71,135,4.977228009660976
72,136,2.9860661660936736
73,137,2.9854844218457885
74,138,2.982635101479786
75,139,3.982373708930996
76,140,3.979808890724913
77,141,2.9872034481697116
78,142,3.977922863590831
79,143,5.971936156877762
80,144,1.9928115415295
81,145,0.9921647143595866
82,146,0.9913847639743926
83,147,2.9866659421864643
84,148,2.986072440285682
85,149,4.9772280096544055
86,150,2.9860661660893792
87,151,2.985484421841593
88,152,2.9826351014745334
89,153,3.9823737089258286
90,154,3.9798088907188576
91,155,2.987203448165951
92,156,3.977922863590155
93,157,5.971936156877115
94,158,1.9928115415292496
95,159,1.2185244873619596
96,160,1.3427408312206421
97,161,3.514297655820838
98,162,2.366483266047785
99,163,4.443274862616388
100,164,2.9481919094916065
101,165,3.092264569660512
102,166,3.7082025371401612
103,167,3.2393268679165907
104,168,4.30327281143331
105,169,3.188613521520388
106,170,3.744086505675149
107,171,4.892363211335529
108,172,2.638041528814877
109,173,3.422000031017897
110,174,5.463890047199596
111,175,2.407189421306661
112,176,3.4169873552777097
113,177,2.7330759667128963
114,178,4.185066136880566
115,179,3.674427410745007
116,180,3.2272137192660977
117,181,3.775845248071676
118,182,5.932800218085964
119,183,2.014415556038597
120,184,1.297330175066875
121,185,1.2824854708818183
122,186,2.995091812975248
123,187,2.993963679340642
124,188,5.0432846742383095
125,189,2.9171843347117714
126,190,3.037405159898603
127,191,2.9497908824729966
128,192,4.008661280784571
129,193,3.9464491380017894
130,194,3.0133621988494945
131,195,3.9562343456944444
132,196,5.971631926575849
133,197,1.9922780608262087
134,198,1.0207380094113125
135,199,1.0153827723911162
136,200,2.988539238568894
137,201,2.9858797728008617
138,202,4.983691462277108
139,203,2.9795086226653393
140,204,2.990439616740851
141,205,2.9794407595670847
142,206,3.9849228286897778
143,207,3.9766969650728794
144,208,2.9896422369243933
145,209,3.9759087078441415
146,210,5.9720006103465995
147,211,1.992694132257511
148,212,0.994718794689698
149,213,0.993441001568078
150,214,2.986862966367672
151,215,2.9860298106598235
152,216,4.977813352140524
153,217,2.985477061720306
154,218,2.9859299085941573
155,219,2.982346321376165
156,220,3.9826039606139925
157,221,3.979531042025609
158,222,2.987421157419979
159,223,3.9777432767048384
160,224,5.971944453081138
161,225,1.9927992067535536
162,226,0.9923897074673238
163,227,0.991563362220062
164,228,2.9866841433570563
165,229,2.986067959070042
166,230,4.9772797903923
167,231,2.986014186771867
168,232,2.985523738547457
169,233,2.982609569580618
170,234,3.982394060557908
171,235,3.9797844236276654
172,236,2.987222618338532
173,237,3.9779070564132684
174,238,5.971936960125811
175,239,1.9928104023719984
176,240,0.9921844398480884
177,241,0.9914003483458743
178,242,2.986667562406968
179,243,2.986072026366205
180,244,4.977232555639848
181,245,2.9860616065434615
182,246,2.9854878709144965
183,247,2.9826328603642307
184,248,3.9823754951664747
185,249,3.9798067459136566
186,250,2.9872051286064036
187,251,3.977921478125522
188,252,5.971936229398636
189,253,1.9928114401336607
190,254,0.9921664409828563
191,255,0.9913861259706406
192,256,2.986666084721829
193,257,2.986072403440852
194,258,4.977228407759004
195,259,2.9860657669090016
196,260,2.985484723809257
197,261,2.982634905225495
198,262,3.982373865337426
199,263,3.9798087029855824
200,264,2.760843822249512
201,265,4.079286221086221
202,266,6.373376357147073
203,267,1.0763431523299727
204,268,1.4532172824660319
205,269,1.9218995787866229
206,270,2.8379710205473905
207,271,3.043800181015706
